ADIDU,Arr_Ville,Type,Pop2021,LogPriv2021,nblog2021_ilot,Mono_pr,ImmRecent_Pr,AutochMinor_pr,SansDiplome_pr,pr_men_bil,pr_ind_sfr,pr_log_Autor_AxesPS,pr_laeq60pl,pr_nocanop,pr_indust300m,pr_logchaleur,mefaits_pond,collisions_rt,crimes_pond,nb_commerces_alimentaires_moyenne_ponderee,nb_organismes_communautaires_moyenne_ponderee,nb_pharmacies_moyenne_ponderee,nb_ecoles_primaires_moyenne_ponderee,nb_pass_TC,nb_emplois_acces_tc_30min,nb_biblio_lieux_cult_principaux_moy_pond,nb_equipement_distinct_moy_pond,superficie_parc_accessible_moy_pond,ACP_sociale,ACP_econo,ACP_environn,ACP_securité,ACP_proximité,ACP_CultSportLoisir,ACP_sociale_2quintiles,ACP_econo_2quintiles,ACP_enviro_2quintiles,ACP_securite_2quintiles,ACP_proximite_2quintiles,ACP_cultSportLoisir_2quintiles,Indice_emv
24660929,LaSalle,Arrondissement,642,378,378,"19,35483871","5,34351145","27,69230769","9,722222222","15,8","8,59375",0,0,100,0,0,35,1,130,0,3,0,0,"158,40058",6770,0,7,"28,50548718","-0,1767107869","0,0846578857","-0,3619225241","-1,17696621","-1,281215137","-0,6013390569",0,0,0,0,1,1,2
24660930,LaSalle,Arrondissement,323,154,154,10,0,16,"16,66666667","26,7","6,25",0,0,"11,03896104",0,0,"36,97402597","2,779220779","168,1883117",0,3,0,"0,8441558442","162,61875",6770,0,"7,844155844","16,88795009","-0,8186314802","0,6025946331","-1,191632718","-1,107258482","-1,178773843","-0,3878290009",0,1,0,0,1,1,3
24660931,LaSalle,Arrondissement,507,227,227,"14,28571429","3,125",40,"22,91666667",0,"6,930693069",0,"80,61674009","80,61674009","80,61674009","80,61674009","68,86784141",5,"238,6035242","0,8061674009","0,8061674009",0,1,"402,637085",20640,0,"9,030837004","14,38857692","0,1940094371","-1,096972499","1,551395131","-0,9332826784","-0,9923655015","-0,1926463208",1,0,1,0,1,0,3
24660932,LaSalle,Arrondissement,398,175,175,"14,28571429",0,"23,88059701","10,81081081",0,"2,564102564","6,29","0,5714285714","38,85714286",4,0,"39,36","3,691428571","157,7314286",0,1,0,"1,005714286","490,960185",20640,0,"9,988571429","16,45117877","-0,6882937558","-1,468757464","-0,860576013","-1,091938805","-0,9699910532","-0,06607858101",0,0,0,0,1,0,1
24660933,LaSalle,Arrondissement,445,215,215,"20,83333333","5,405405405",28,"19,04761905",0,"13,48314607",100,"20,93023256",100,"79,06976744",0,"45,33488372","6,88372093","177,9209302","0,1860465116",1,"1,153488372","1,762790698","609,408429",20640,0,"8,846511628","11,50670234","0,2411717048","-0,5390764693","0,9958465268","-0,9992017737","-0,6321927939","-0,1981494458",1,0,1,0,1,0,3
24660934,LaSalle,Arrondissement,489,223,223,"19,23076923",0,"36,89320388",15,0,"8,24742268","0,45","0,4484304933",100,"33,1838565",0,"39,85650224","4,97309417","147,5112108",0,1,"1,291479821",2,"598,083895",20640,0,"7,33632287","11,41658477","-0,06597568445","-0,9848620844","-0,1039848002","-1,073595835","-0,599837775","-0,4217218664",0,0,0,0,1,1,2
24660935,LaSalle,Arrondissement,602,303,303,"17,24137931","16,37931034","47,86324786","7,142857143","18,6","18,33333333",0,0,100,0,0,44,"3,99339934","135,0066007",0,1,"1,98679868",1,"444,998007",20640,0,7,"9,96809771","0,5089320641","1,098225582","-0,3619225241","-1,092996113","-0,7126319347","-0,460672831",1,1,0,0,1,1,4
24660936,LaSalle,Arrondissement,434,226,226,"19,04761905","11,26760563","37,14285714","7,894736842","23,1","13,79310345",0,0,100,0,0,58,3,197,0,1,2,2,"354,954556",20640,0,9,"22,28910531","0,188301137","1,007868241","-0,3619225241","-1,03089401","-0,6482297395","-0,257176611",1,1,0,0,1,0,3
24660937,LaSalle,Arrondissement,419,179,179,"21,73913043","4,210526316","37,5","13,33333333",0,"8,333333333",0,0,100,0,0,63,4,203,1,2,2,2,"405,782974",20640,0,9,"22,28910531","0,1944092406","-0,9775473868","-0,3619225241","-0,9947581069","-0,5489856106","-0,257176611",1,0,0,0,1,0,2
24660938,LaSalle,Arrondissement,595,240,240,25,"3,731343284","57,03703704","6,153846154","14,3","7,56302521",0,0,100,100,0,"59,8125","7,675","189,7416667","0,3375","1,3375",2,"1,866666667","496,878493",20640,0,"8,733333333","20,64964043","0,4211477744","-0,1018384692","0,3958901622","-0,9403512311","-0,5532376933","-0,2843347558",1,0,1,0,1,0,3
24660939,LaSalle,Arrondissement,368,162,162,"21,05263158","2,352941176","58,82352941","20,93023256","33,3","11,11111111","38,27",0,100,100,"38,27160494","59,45679012","8,530864198","169,7777778","0,3827160494","1,382716049",2,1,"573,529467",20640,0,7,"9,993118753","0,7468757124","1,450928601","0,9914791668","-0,9400576986","-0,6051976313","-0,4608626967",1,1,1,0,1,1,5
24660940,LaSalle,Arrondissement,634,318,318,"33,33333333","6,25","65,76576577","25,80645161","18,2","18,11023622",0,0,100,100,100,56,7,183,0,1,2,2,"519,256422",20640,0,9,"22,28910531","1,802778266","1,052900468","1,373928241","-0,9678884118","-0,5464836763","-0,257176611",1,1,1,0,1,0,4
24660941,LaSalle,Arrondissement,323,131,131,"22,22222222",0,"33,33333333","17,24137931",0,"9,230769231",0,0,100,100,0,"72,01526718",10,"234,5267176",1,1,2,2,"382,732752",9120,0,7,"22,28910531","0,08950641573","-0,9011369304","0,3958901622","-0,8307070007","-0,6094961042","-0,5541676373",0,0,1,0,1,1,3
24660942,LaSalle,Arrondissement,785,396,396,"39,47368421","17,72151899","70,88607595","14,81481481","27,1","27,38853503",0,0,100,100,100,82,13,220,2,2,0,1,"311,638292",9120,0,1,"7,549431033","2,308086058","2,428724551","1,373928241","-0,7596722772","-0,9924146314","-1,333292478",1,1,1,0,1,1,5
24660943,LaSalle,Arrondissement,328,148,148,"29,41176471","5,194805195","59,21052632",25,"22,7","7,692307692",0,0,100,100,"45,27027027","86,09459459",11,"261,0743243",2,2,"1,094594595",1,386,9120,0,8,"20,15474814","1,421909948","0,4620977611","0,8386506436","-0,7570909362","-0,788523982","-0,3894761022",1,1,1,0,1,1,5
24660944,LaSalle,Arrondissement,570,226,226,"16,66666667",0,"47,27272727","12,06896552","15,8","9,734513274",0,0,100,0,0,"63,61504425","4,300884956","219,2433628","0,2876106195","0,5752212389",2,"1,287610619","346,319918",9120,0,"8,287610619","19,69783524","-0,1013310857","0,1817859844","-0,3619225241","-0,9746071737","-0,7583462763","-0,3433000494",0,0,0,0,1,1,2
24660945,LaSalle,Arrondissement,418,210,210,"20,83333333","5,882352941","26,19047619","21,73913043",0,"8,43373494",0,0,100,0,0,"60,94285714","4,452380952","206,547619","0,2666666667","0,2666666667",0,1,"141,972727",9120,0,8,"25,33441257","0,3281148618","-0,9689988848","-0,3619225241","-0,9878900761","-1,214946718","-0,4287806573",1,0,0,0,1,1,3
24660946,LaSalle,Arrondissement,523,254,254,"22,22222222","1,941747573","47,11538462","7,692307692",0,"6,730769231",0,100,100,0,0,49,2,185,0,0,0,1,"269,906137",9120,0,8,"22,36635464","0,08344585904","-1,11399463","0,4998248139","-1,081139398","-1,153793753","-0,4062583109",0,0,1,0,1,1,3
24660947,LaSalle,Arrondissement,421,187,187,"21,73913043","2,597402597","25,64102564","17,5",0,"8,333333333",0,0,"58,28877005",0,0,"70,7486631","4,582887701","229,7486631",1,1,0,1,"151,785714",9120,0,8,"25,99561558","0,05433939523","-0,9775473868","-0,7509493731","-0,9440480938","-1,159173387","-0,4337980268",0,0,0,0,1,1,2
24660948,LaSalle,Arrondissement,770,344,344,"19,44444444","4,375","52,5","17,5","22,9","12,58278146",0,0,100,"88,95348837",0,"88,8255814","11,52325581","283,6511628","1,889534884","2,151162791",0,1,191,9120,0,"8,784883721","29,7123016","0,5233927301","0,8916527295","0,3121782957","-0,7226129582","-1,068946931","-0,3454494345",1,1,1,0,1,1,5
24660949,LaSalle,Arrondissement,596,258,258,"24,13793103","5,309734513","41,22807018","9,836065574","15,6","8,849557522","20,93",0,"32,94573643","32,94573643",0,"87,60852713","11,37984496","252,9147287","1,329457364","2,139534884",0,"0,4379844961",191,9120,0,"7,620155039","23,08979609","0,2972860201","0,09327315645","-0,6166306929","-0,7524860424","-1,161499577","-0,4681532332",1,0,0,0,1,1,3
24660950,LaSalle,Arrondissement,616,248,248,"19,35483871","7,194244604","56,11510791","17,80821918","12,9","8,943089431","58,47","4,032258065",100,100,"95,96774194","85,04032258",13,"233,6370968",2,3,0,0,"126,166667",9120,0,6,"12,15518941","0,7265266531","-0,07649033785","1,707314158","-0,7418030852","-1,20389369","-0,6257645286",1,0,1,0,1,1,4
24660951,LaSalle,Arrondissement,535,223,223,"20,68965517","7,291666667","54,16666667","15,68627451",0,"5,607476636",0,0,100,100,100,"81,19282511","12,59641256","207,2959641","1,596412556","2,596412556",0,0,"169,013216",9120,0,6,"7,751432405","0,6797175671","-1,209635222","1,373928241","-0,7795091763","-1,204710711","-0,5923477479",1,0,1,0,1,1,4
24660952,LaSalle,Arrondissement,820,399,399,"27,77777778","12,24489796","87,16216216","31,70731707","16,4","17,07317073","81,95","18,04511278",100,100,100,"83,91729323","12,63909774","239,0451128",2,2,0,"0,8195488722","283,895417",9120,0,3,"6,819881481","2,429051318","0,8461167919","2,00326855","-0,747283855","-1,030934761","-1,030765452",1,1,1,0,1,1,5
24660953,LaSalle,Arrondissement,471,173,173,"7,407407407",0,"29,06976744",0,0,"2,127659574",0,0,100,100,100,"71,2716763","7,167630058","158,7398844",1,2,0,0,"295,821053",9120,0,"5,549132948","7,751432405","-1,307551823","-1,505917564","1,373928241","-0,9478496081","-1,166600981","-0,6592994822",0,0,1,0,1,1,3
24660954,LaSalle,Arrondissement,452,216,216,"12,5","3,125","42,70833333","4,255319149",0,"5,555555556",0,0,100,100,100,"75,5787037","8,175925926","179,912037","1,842592593",2,0,0,"399,901709",9120,0,5,"7,667188933","-0,5208523795","-1,214055942","1,373928241","-0,9012335045","-1,063277045","-0,7402040011",0,0,1,0,1,1,3
24660955,LaSalle,Arrondissement,796,360,360,"21,875","4,651162791","30,23255814","22,85714286","11,3","11,11111111",0,0,0,0,0,"29,16666667",3,"75,91666667",0,1,0,0,"136,30655",8330,0,8,"10,7625173","0,435169381","0,002781948974","-1,294589457","-1,193868015","-1,334837396","-0,3182055671",1,0,0,0,1,0,2
24660956,LaSalle,Arrondissement,540,250,250,"17,85714286",0,"30,97345133","15,15151515",16,"9,523809524",0,0,0,0,0,"29,032",3,"75,04",0,1,0,0,"313,728085",8330,0,8,"9,98081871","-0,2332047404","0,1770109877","-1,294589457","-1,194874113","-1,224966808","-0,3122738479",0,0,0,0,1,0,1
24660957,LaSalle,Arrondissement,402,200,200,"9,090909091","6,578947368","40,78947368","5,405405405",20,"8,75",0,0,0,0,0,32,3,88,0,1,1,0,"190,712464",8330,0,8,"10,31409189","-0,5139470561","0,3744258527","-1,294589457","-1,177707625","-1,156945229","-0,3148028059",0,1,0,0,1,0,2
24660958,LaSalle,Arrondissement,527,254,254,25,"6,25","26,80412371","14,28571429","17,6","8,910891089",0,0,100,0,0,"47,96850394",3,"130,4173228",0,1,1,1,"309,544474",8330,0,6,"49,19180894","0,2777800734","0,2301449809","-0,3619225241","-1,106846016","-0,9650978313","-0,9068074175",1,0,0,0,1,1,3
24660959,LaSalle,Arrondissement,368,164,164,"15,78947368",0,"35,82089552","12,5",0,"10,95890411",0,0,100,0,"31,09756098","40,97560976","2,31097561","122,3292683",0,1,1,1,"91,540669",8330,0,5,"48,95009598","-0,337029817","-0,7539982042","-0,05777653639","-1,143182191","-1,100099517","-1,053468754",0,0,0,0,1,1,2
24660960,LaSalle,Arrondissement,466,245,245,"13,04347826","8,139534884","34,48275862",12,0,"6,451612903",0,0,100,0,0,"36,57142857",1,"110,7142857",0,0,1,"1,285714286","162,138021",9225,0,"5,142857143","48,3471665","-0,1335844876","-1,13776286","-0,3619225241","-1,188459828","-1,042317411","-1,027679933",0,0,0,0,1,1,2
24660961,LaSalle,Arrondissement,546,256,256,"10,34482759",0,"26,1682243","9,836065574",0,"6,422018349",0,0,100,0,0,"40,03515625","1,4765625","118,3359375",0,0,"0,60546875",2,"215,423072",9225,0,13,"46,13271765","-0,8650578513","-1,140282631","-0,3619225241","-1,164953594","-0,9817407847","0,1558743042",0,0,0,0,1,0,1
24660962,LaSalle,Arrondissement,461,221,221,16,"3,03030303","23,23232323","10,71428571",20,"4,347826087",0,0,100,0,0,"40,61085973","1,221719457","120,9502262",0,0,1,2,"199,732751",9225,0,13,"44,4409884","-0,484795165","-0,0003887928224","-0,3619225241","-1,166560009","-0,9345655769","0,1687115578",0,0,0,0,1,0,1
24660963,LaSalle,Arrondissement,434,226,226,"26,31578947","7,52688172","59,7826087","4,444444444","17,1","21,83908046",0,0,100,0,0,32,1,110,0,0,0,2,"212,484279",9225,0,13,"41,23485353","0,644794895","1,297978419","-0,3619225241","-1,199749474","-1,070869627","0,19304049",1,1,0,0,1,0,3
24660964,LaSalle,Arrondissement,561,235,235,"6,451612903","2,678571429","23,21428571","11,86440678",0,"3,636363636",0,0,100,0,"36,59574468","36,20851064","0,370212766","115,9744681",0,0,"0,004255319149","1,004255319","210,916667",9225,0,14,"41,23485353","-0,9032506828","-1,377461853","-0,004002206139","-1,197564884","-1,188982674","0,3415360032",0,0,0,0,1,0,1
24660965,LaSalle,Arrondissement,485,236,236,20,"7,954545455","21,59090909","6,666666667","22,2","10,20408163",0,0,"51,27118644",0,0,"34,16949153","2,796610169","95,44491525",0,1,"0,6737288136","0,06779661017","87,372883",8330,0,"7,93220339","27,32608223","-0,2505844516","0,6430455067","-0,8164000549","-1,170758916","-1,259970538","-0,4539614241",0,1,0,0,1,1,3
24660966,LaSalle,Arrondissement,614,248,248,"13,51351351",0,"23,57723577","2,985074627",0,"1,62601626",0,0,"28,22580645","3,629032258","83,06451613","53,66129032","2,89516129","140,1854839","0,4798387097",0,"1,137096774",2,"391,74035",9225,0,"12,75403226","41,10564496","-1,015633203","-1,548629021","-0,1914328295","-1,087861234","-0,7737569333","0,1574958504",0,0,0,0,1,0,1
24660967,LaSalle,Arrondissement,758,347,347,"9,302325581","1,923076923","32,69230769","9,090909091",20,"6,666666667",0,0,"70,89337176","29,10662824",0,"45,78097983","2,582132565","117,3919308",0,0,"0,7089337176",2,"349,942369",9225,0,"12,70893372","38,42853135","-0,7323756047","0,1970444361","-0,4128166996","-1,130456053","-0,8835182537","0,1711135096",0,0,0,0,1,0,1
24660968,LaSalle,Arrondissement,992,443,443,"23,33333333","3,597122302","21,73913043",0,"14,5","19,42446043",0,0,100,"32,05417607","32,05417607","75,37697517","4,223476298","179,3386005",2,1,2,"0,9029345372","534,985816",8540,0,"8,930022573","35,55040646","-0,5366036088","0,9212456281","0,1944901363","-0,9799417155","-0,6000558119","-0,3681979277",0,1,0,0,1,1,3
24660969,LaSalle,Arrondissement,639,241,241,"14,28571429","4,705882353","47,05882353","19,04761905","13,8","7,058823529",0,0,100,0,"69,29460581","74,62240664",4,"185,2572614",2,1,2,1,"542,733788",8540,0,13,"44,27151815","0,2551703498","-0,1776801772","0,3158051069","-0,9814513688","-0,5837789022","0,1699975393",1,0,1,0,1,0,3
24660970,LaSalle,Arrondissement,516,256,256,"22,22222222","6,930693069",38,"18,86792453","14,7","4,854368932",0,0,100,0,100,"90,66015625","5,6015625","220,1367188",2,1,2,"1,23046875","543,439689",8970,0,"13,4609375","44,27151815","0,5532229492","-0,3061318682","0,6161155541","-0,8848424183","-0,5551684793","0,2384446899",1,0,1,0,1,0,3
24660971,LaSalle,Arrondissement,449,222,222,"16,66666667","2,469135802","22,22222222","15,38461538",0,"6,666666667",0,0,100,0,"66,66666667","72,51351351","4,454954955","165,4369369","1,454954955",0,"1,454954955",1,"518,189427",8540,0,13,"43,62036883","-0,327567928","-1,11945252","0,2901028614","-0,9930486875","-0,724354043","0,1749386189",0,0,0,0,1,0,1
24660972,LaSalle,Arrondissement,319,157,157,"23,52941176","5,263157895","29,8245614","20,68965517",0,"9,523809524",0,0,100,0,"40,12738854","97,98089172","5,401273885","212,5923567","0,8025477707","0,5987261146","0,8025477707","1,401273885","435,121951",8970,0,"10,8089172","43,66460889","0,4535376764","-0,8761865773","0,03053861554","-0,8775438187","-0,8386426713","-0,1507630502",1,0,0,0,1,0,2
24660973,LaSalle,Arrondissement,397,191,191,"19,04761905","5,263157895","22,07792208","8,888888889",0,"7,5",0,0,100,0,"50,2617801","96,4973822",6,"214,0471204","1,502617801",1,"1,502617801",1,"531,492268",8970,0,8,"43,96965229","-0,3284038945","-1,048499953","0,1296568241","-0,8680970824","-0,6844902488","-0,5701893947",0,0,0,0,1,1,2
24660974,LaSalle,Arrondissement,362,184,184,"22,22222222","2,5","42,5","4,444444444",16,"6,944444444",0,0,100,0,25,"98,66304348","5,75","219,423913","1,5",1,"1,5",1,"512,933155",8970,0,"7,25","38,3235588","-0,09443892043","-0,04260409957","-0,1174130046","-0,8637026065","-0,6964814737","-0,6387170971",0,0,0,0,1,1,2
24660975,LaSalle,Arrondissement,630,288,288,"26,47058824","2,5",35,"20,33898305","10,5","6,349206349",0,0,100,0,0,97,6,210,2,1,2,1,"486,787931",8970,0,7,"31,67981357","0,5457221521","-0,4553211673","-0,3619225241","-0,870103408","-0,6175058502","-0,6254266186",1,0,0,0,1,1,3
24660976,LaSalle,Arrondissement,492,311,311,"27,27272727","3,921568627","29,12621359","22,64150943","24,1","18,18181818",0,0,100,0,0,"119,0771704","5,009646302","260,3954984",1,"3,019292605",3,2,"533,204716",8970,"0,009646302251",8,"31,95707495","0,6243963843","1,447361779","-0,3619225241","-0,7981168943","-0,3287451273","-0,4718473815",1,1,0,0,0,1,3
24660977,LaSalle,Arrondissement,517,264,264,25,"5,714285714","34,61538462","7,142857143","20,8","10,89108911",0,0,100,0,0,"112,7121212","5,367424242","266,530303",1,3,3,2,"478,365672",2535,0,8,"31,91369218","0,1359423341","0,6093846522","-0,3619225241","-0,8011830702","-0,3768640466","-0,4787058333",1,1,0,0,0,1,3
24660978,LaSalle,Arrondissement,530,259,259,"17,85714286","2,884615385","15,38461538","9,677419355",0,"6,603773585",0,0,100,0,"1,158301158","105,7606178","6,343629344","251,2818533","1,332046332","3,980694981","3,332046332","1,667953668","470,003759",2535,"0,6563706564","7,891891892","25,05494709","-0,5873700847","-1,124807431","-0,3505938978","-0,8102871795","-0,3368923719","0,04636119635",0,0,0,0,0,0,0
24660979,LaSalle,Arrondissement,501,247,247,"21,42857143","3,773584906","15,23809524","4,918032787","10,7","11,88118812",0,0,100,0,0,"101,3481781","4,319838057","221,5546559",0,"4,319838057",2,3,"459,786561",2535,1,8,"36,4110392","-0,5570047272","0,02885376855","-0,3619225241","-0,8838696805","-0,4318873227","0,2322869995",0,0,0,0,0,0,0
24660980,LaSalle,Arrondissement,425,201,201,"13,04347826","8,333333333","13,0952381","9,615384615",0,"7,058823529",0,0,100,0,"51,74129353","95,83084577",5,"208,2089552",0,"4,034825871",2,2,"439,728155",2535,"0,5174129353",8,"36,4110392","-0,6052066795","-1,086063077","0,1441270288","-0,8939366261","-0,5687343461","-0,1272981763",0,0,0,0,1,0,1
24660981,LaSalle,Arrondissement,945,534,556,20,"2,07253886","17,5257732","16,82242991","14,8","8,465608466",0,0,"99,46043165",0,0,"108,67603","3,994382022","243,1348315",0,"3,992509363","1,996254682","2,994382022","365,274953",2535,"0,9981273408","11,35393258","36,49244809","-0,2246721716","0,007922672974","-0,3669548997","-0,8560916604","-0,4987013302","0,7283178331",0,0,0,0,1,0,1
24660982,LaSalle,Arrondissement,431,214,214,"27,27272727","12,04819277","43,37349398","7,142857143","18,9","11,62790698",0,0,100,0,100,114,5,216,0,5,2,3,"423,676056",8970,1,8,"36,4110392","0,6937609399","0,547052384","0,6161155541","-0,8451677418","-0,4257916652","0,2322869995",1,1,1,0,0,0,3
24660983,LaSalle,Arrondissement,664,453,453,"13,79310345",0,"11,11111111","12,96296296","24,7","7,518796992",0,0,100,0,0,94,3,192,0,1,0,2,"418,850877",8970,0,9,"31,91369218","-0,8674807505","0,5789742213","-0,3619225241","-0,9503517454","-0,9219831913","-0,3302103202",0,1,0,0,1,1,3
24660984,LaSalle,Arrondissement,302,127,127,10,0,"26,08695652","9,090909091",,"1,666666667",0,0,100,0,"40,94488189","90,51181102","4,519685039","197,7401575",0,"1,039370079",0,"1,141732283","353,977778",8970,0,"5,645669291","33,02814686","-0,9098049211","-1,112456313","0,03853401184","-0,9241115888","-1,062802893","-0,8367701335",0,0,0,0,1,1,2
24660985,LaSalle,Arrondissement,414,156,156,"7,407407407",0,"21,79487179",0,,"3,614457831",0,0,100,0,0,"62,94871795","2,769230769","139,8717949",0,0,0,1,"280,759873",8540,0,"13,87179487","40,69789986","-1,441373453","-0,8866028702","-0,3619225241","-1,068792437","-1,148311006","0,3265726518",0,0,0,0,1,0,1
24660986,LaSalle,Arrondissement,412,215,215,"17,39130435",0,"26,37362637","9,433962264",0,"8,536585366",0,0,100,0,0,68,2,143,0,0,0,1,"480,434318",8540,0,13,"41,19587669","-0,5483261142","-0,9602418827","-0,3619225241","-1,069614905","-1,024660014","0,1933362558",0,0,0,0,1,0,1
24660987,LaSalle,Arrondissement,451,203,203,"15,38461538",0,"15,11627907","10,52631579","26,3","6,666666667",0,0,100,0,100,"78,85714286","3,714285714","188,1428571","1,714285714","0,7142857143","1,714285714",1,"542,910586",8540,0,13,"43,39276345","-0,8088093824","0,6117409773","0,6161155541","-0,9748654199","-0,6442318665","0,176665744",0,1,1,0,1,0,3
