ADIDU,Arr_Ville,Type,Pop2021,LogPriv2021,nblog2021_ilot,Mono_pr,ImmRecent_Pr,AutochMinor_pr,SansDiplome_pr,pr_men_bil,pr_ind_sfr,pr_log_Autor_AxesPS,pr_laeq60pl,pr_nocanop,pr_indust300m,pr_logchaleur,mefaits_pond,collisions_rt,crimes_pond,nb_commerces_alimentaires_moyenne_ponderee,nb_organismes_communautaires_moyenne_ponderee,nb_pharmacies_moyenne_ponderee,nb_ecoles_primaires_moyenne_ponderee,nb_pass_TC,nb_emplois_acces_tc_30min,nb_biblio_lieux_cult_principaux_moy_pond,nb_equipement_distinct_moy_pond,superficie_parc_accessible_moy_pond,ACP_sociale,ACP_econo,ACP_environn,ACP_securité,ACP_proximité,ACP_CultSportLoisir,ACP_sociale_2quintiles,ACP_econo_2quintiles,ACP_enviro_2quintiles,ACP_securite_2quintiles,ACP_proximite_2quintiles,ACP_cultSportLoisir_2quintiles,Indice_emv
24660836,Cote-des-Neiges-Notre-Dame-de-Grace,Arrondissement,515,232,232,"15,38461538","11,71171171","44,14414414","7,692307692",24,"8,737864078",0,0,0,0,0,"87,44827586","5,5","250,125","0,5",0,"1,5","1,49137931","462,693133",29935,0,"8,474137931","11,4654245","0,1597825673","0,6366919542","-1,294589457","-0,8707722883","-0,692481111","-0,2531320428",1,1,0,0,1,0,3
24660837,Cote-des-Neiges-Notre-Dame-de-Grace,Arrondissement,691,278,278,"19,44444444","5,925925926","47,05882353","7,792207792","12,5","10,07194245",0,0,0,0,0,"54,75539568","5,410071942","242,3273381",0,"1,284172662",1,"1,582733813","395,29119",29935,0,"9,582733813","11,54046369","0,1399655048","-0,006706254417","-1,294589457","-0,9553977331","-0,790799444","-0,08907994408",1,0,0,0,1,0,2
24660838,Cote-des-Neiges-Notre-Dame-de-Grace,Arrondissement,706,308,308,"17,94871795","11,18881119","50,34965035","9,210526316","7,4","9,154929577",0,0,0,0,0,"99,07142857","6,207792208","306,8181818","1,305194805","1,454545455","1,545454545",2,"386,70768",29935,0,"9,454545455","10,8934392","0,4245860377","-0,4204902783","-1,294589457","-0,7849407889","-0,6042168453","-0,1032055607",1,0,0,0,1,0,2
24660839,Cote-des-Neiges-Notre-Dame-de-Grace,Arrondissement,714,323,323,"22,22222222","10,56338028","49,65034965","12,82051282","24,3","15,49295775",0,0,0,0,0,"110,9195046","9,66873065","381,5077399","2,66873065","2,33126935","0,6687306502",3,"403,953846",27625,0,9,"11,4398331","0,7135536853","1,231588889","-1,294589457","-0,6302338736","-0,5247633368","-0,1748496913",1,1,0,0,1,0,3
24660840,Cote-des-Neiges-Notre-Dame-de-Grace,Arrondissement,688,456,456,"15,15151515","9,027777778","36,11111111","6,25","24,2","14,59854015",0,0,0,0,0,"99,46052632","6,179824561","337,245614",2,"2,640350877",1,"1,179824561","256,40393",27625,0,"4,899122807","9,989063084","-0,174831869","1,148852935","-1,294589457","-0,7606265322","-0,807781453","-0,7728027581",0,1,0,0,1,1,3
24660841,Cote-des-Neiges-Notre-Dame-de-Grace,Arrondissement,655,294,294,20,"6,4","45,23809524","13,84615385",27,"12,97709924",0,0,0,0,0,"117,4047619","11,4047619","418,4285714","2,404761905",6,1,3,"536,28866",27625,0,9,"9,989063084","0,3752233519","1,195108036","-1,294589457","-0,5517877103","-0,3278456346","-0,163840895",1,1,0,0,0,0,2
24660842,Cote-des-Neiges-Notre-Dame-de-Grace,Arrondissement,759,359,359,"24,32432432","3,896103896","49,03225806","13,41463415","16,7","15,23178808",0,0,0,0,0,"113,2144847","11,86908078","385,4289694","3,43454039",2,1,1,"434,722992",27625,0,4,"9,989063084","0,5152714387","0,7090832558","-1,294589457","-0,5784592997","-0,6662969653","-0,9063184607",1,1,0,0,1,1,4
24660843,Cote-des-Neiges-Notre-Dame-de-Grace,Arrondissement,289,121,121,25,12,"45,09803922",0,0,"5,263157895",0,0,0,0,0,113,11,419,2,6,1,3,"643,911458",27625,0,9,"9,989063084","0,356683982","-1,23895158","-1,294589457","-0,5696398116","-0,2798713716","-0,163840895",1,0,0,0,0,0,1
24660844,Cote-des-Neiges-Notre-Dame-de-Grace,Arrondissement,511,238,238,36,"2,702702703","78,18181818","21,81818182",0,"13,7254902",0,0,0,0,0,139,16,"455,5714286",3,6,1,1,"632,613546",27625,0,"6,369747899","15,73684803","1,84648719","-0,5184425437","-1,294589457","-0,3814408412","-0,4772538294","-0,5980371224",1,0,0,0,1,1,3
24660845,Cote-des-Neiges-Notre-Dame-de-Grace,Arrondissement,517,233,233,"30,76923077","4,95049505","60,78431373","17,85714286","24,4","16,50485437",0,0,0,0,0,"139,4206009",16,"444,2103004","3,210300429","6,789699571",1,1,"643,432336",29500,0,"4,630901288","15,73684803","1,241842051","1,324327369","-1,294589457","-0,3893970037","-0,4397627673","-0,8562480422",1,1,0,0,0,1,3
24660846,Cote-des-Neiges-Notre-Dame-de-Grace,Arrondissement,634,276,276,"23,52941176","5,982905983","55,17241379","9,677419355",20,"9,448818898","71,74",0,0,0,0,"154,7536232","18,86956522","420,1594203",4,6,1,"0,5942028986","663,824517",29500,0,"9,463768116","12,50420599","0,5506344055","0,433925446","-0,8797869115","-0,3158759824","-0,4557790602","-0,1140589276",1,1,0,0,0,0,2
24660847,Cote-des-Neiges-Notre-Dame-de-Grace,Arrondissement,615,308,308,"36,66666667","18,75","81,4159292","13,79310345","24,4","19,16666667",0,0,0,0,"69,15584416","126,0876623","15,42857143","395,6071429","3,691558442","4,522727273","0,6915584416",2,"591,424375",29500,0,7,"6,248201267","2,381201641","1,550962266","-0,6182189677","-0,470188869","-0,4250339379","-0,4324453508",1,1,0,0,0,1,3
24660848,Cote-des-Neiges-Notre-Dame-de-Grace,Arrondissement,466,230,230,"33,33333333","14,11764706","77,64705882","15,2173913","17,1","20,43010753",0,0,0,0,0,"130,6869565","16,68695652","414,1565217",4,5,1,1,"577,13913",27625,0,"6,530434783","6,161822335","1,996055465","1,178014123","-1,294589457","-0,4200297922","-0,4871106802","-0,5015182143",1,1,0,0,1,1,4
24660865,Cote-des-Neiges-Notre-Dame-de-Grace,Arrondissement,1062,521,521,20,"5,188679245","57,74647887","7,692307692","12,5","10,3286385",0,0,0,0,0,"134,6564299","13,60652591","464,8426104","2,122840691","7,105566219",1,"2,788867562","464,031952",28230,0,"8,15547025","12,26080006","0,3248715884","0,01514963804","-1,294589457","-0,4314386244","-0,3853537704","-0,3064882671",1,0,0,0,0,0,1
24660866,Cote-des-Neiges-Notre-Dame-de-Grace,Arrondissement,895,403,403,"20,40816327","12,8342246","36,55913978",0,"10,4","8,379888268",0,0,0,0,0,"128,5260546",12,"449,5186104",1,"4,007444169",1,3,"340,974813",28230,0,9,"10,70904821","0,02443558834","-0,289005139","-1,294589457","-0,4895029772","-0,5554195605","-0,1693043175",0,0,0,0,1,0,1
24660868,Cote-des-Neiges-Notre-Dame-de-Grace,Arrondissement,606,283,283,"16,12903226","7,142857143","30,4",0,0,"9,917355372","44,17","15,90106007",0,0,0,"113,024735","26,21201413","454,8056537","0,4240282686","7,060070671","1,265017668","1,300353357","474,619762",34410,0,"8,201413428","12,88504178","-0,5493429016","-0,8426788717","-0,9021704065","-0,2420271186","-0,582768912","-0,3044028095",0,0,0,0,1,0,1
24660869,Cote-des-Neiges-Notre-Dame-de-Grace,Arrondissement,303,177,177,25,0,"34,42622951","15,38461538","20,8","14,75409836",0,0,0,0,0,69,22,310,0,3,0,1,"416,473783",26420,0,7,"5,564859796","0,1709462092","0,9382931579","-1,294589457","-0,5422146269","-0,961178932","-0,4272599893",1,1,0,0,1,1,4
24660870,Cote-des-Neiges-Notre-Dame-de-Grace,Arrondissement,494,230,230,"6,666666667",0,"36,23188406","5,128205128","21,7","18,91891892",0,"44,7826087","44,7826087",0,"44,7826087","66,96956522","16,17826087","300,2782609",0,"2,552173913",0,"0,552173913","448,800144",26420,0,"5,656521739","8,577712927","-1,022926985","1,352141171","-0,05301297015","-0,6692026385","-1,003809007","-0,6496227464",0,1,0,0,1,1,3
24660871,Cote-des-Neiges-Notre-Dame-de-Grace,Arrondissement,690,417,417,32,"8,130081301","69,91869919","18,18181818","13,6","26,92307692",0,"1,199040767","1,199040767",100,"35,01199041","137,8896882","6,776978417","251,3741007","1,988009592","1,011990408",0,"0,01199040767","467,243893",68880,0,"1,083932854","14,14193734","1,625055223","1,500458569","-0,1728304138","-0,7262917989","-0,9072091051","-1,370854369",1,1,0,0,1,1,4
24660872,Cote-des-Neiges-Notre-Dame-de-Grace,Arrondissement,883,469,469,"24,32432432","18,33333333","69,83240223","18,96551724","24,1","18,6440678",0,0,100,0,100,"72,17270789","12,47121535","241,7484009","1,586353945",0,"0,4712153518",0,"809,603286",68880,0,2,"0,8533730825","1,764028351","1,486719135","0,6161155541","-0,7760198113","-0,6690915063","-1,133985646",1,1,1,0,1,1,5
24660874,LaSalle,Arrondissement,541,215,215,20,"6,363636364","64,22018349","18,18181818","19,2","11,11111111",0,0,100,100,100,"94,01860465","21,02325581","273,0604651","1,213953488","4,809302326",0,2,"302,335537",14790,0,"2,404651163","5,280712512","0,8810984347","0,5227982467","1,373928241","-0,5318054739","-0,8432888457","-1,107492494",1,1,1,0,1,1,5
24660876,LaSalle,Arrondissement,514,259,259,"23,07692308","6,730769231","49,03846154","16,66666667","18,5","10,67961165",0,"34,74903475",100,0,"34,74903475","105,6100386","24,49420849","310,2895753","3,420849421","3,536679537",0,0,"330,844961",14185,0,"6,305019305","33,44312437","0,7064238827","0,4399816601","0,2773851495","-0,4069914985","-0,9891694954","-0,7420085653",1,1,0,0,1,1,4
24660877,LaSalle,Arrondissement,435,199,199,"20,83333333","2,702702703","37,83783784","13,51351351",0,"10,46511628",0,0,100,0,100,"93,47738693","15,7839196","265,5728643",2,"1,316582915",0,"0,03015075377","212,741071",14185,0,7,"107,7894979","0,09580501207","-0,7960408209","0,6161155541","-0,6420786423","-1,172321684","-1,202965439",0,0,1,0,1,1,3
24660878,LaSalle,Arrondissement,221,104,104,25,"7,01754386",75,"25,92592593",0,,0,0,100,0,100,75,9,209,2,1,0,0,"211,775701",14185,0,7,"107,7894979","1,624797674","-0,9918578436","0,6161155541","-0,8634766807","-1,183334623","-1,202965439",1,0,1,0,1,1,4
24660879,LaSalle,Arrondissement,510,223,223,"23,07692308","5,882352941","55,88235294","16,32653061","23,1","13,7254902",0,0,100,0,100,"99,85201794","18,8161435","268,7982063",2,"3,573991031","0,4260089686","0,4260089686",220,10095,0,"7,573991031","7,886375809","0,7809088582","1,002111441","0,6161155541","-0,5649073692","-1,019475156","-0,3596411255",1,1,1,0,1,1,5
24660880,LaSalle,Arrondissement,567,249,249,"15,625","1,709401709","56,03448276","14,28571429","27,8","8,849557522",0,0,100,"77,91164659",100,"97,45381526","15,48995984","265,7188755",2,"4,116465863","0,7791164659","2,337349398",220,10095,0,"8,558232932","10,21977493","0,1709245196","0,8963362997","1,206539896","-0,6384176332","-0,730786513","-0,2311920202",1,1,1,0,1,0,4
24660881,LaSalle,Arrondissement,281,117,117,"18,75","4,545454545","67,1641791","9,090909091",0,"3,50877193",0,0,100,0,100,101,12,263,2,5,1,1,220,10095,0,8,"5,816853693","0,4615202854","-1,388325404","0,6161155541","-0,7009180552","-0,8379728003","-0,2806766672",1,0,1,0,1,0,3
24660882,LaSalle,Arrondissement,433,182,182,"21,73913043","4,545454545","44,31818182","18,18181818","14,3","9,302325581",0,0,100,0,100,"119,456044","27,66483516","325,456044",3,3,1,"1,89010989","348,241546",10095,0,"7,445054945","13,84171263","0,5123219633","0,04625092138","0,6161155541","-0,3001643422","-0,6504333184","-0,4239781019",1,0,1,0,1,1,4
24660883,LaSalle,Arrondissement,734,339,339,"22,5","10,56338028","43,66197183","7,692307692",0,"8,163265306",0,0,100,0,100,"124,079646","28,61061947","325,8466077","2,356932153","5,256637168","1,321533923","2,504424779","369,402095",10095,0,"8,504424779","8,635506847","0,4289932971","-0,9920275024","0,6161155541","-0,2703942394","-0,4991576526","-0,2271604774",1,0,1,0,1,0,3
24660884,LaSalle,Arrondissement,651,268,268,"19,44444444","3,125","52,75590551","19,6969697","12,9","6,106870229",0,0,100,0,100,"161,8395522","32,41044776","407,8395522","7,444029851","3,891791045","2,694029851",3,"352,534247",10095,"0,6940298507","8,694029851","9,44367429","0,5509132615","-0,3179747762","0,6161155541","-0,042463949","-0,04793283354","0,3119978354",1,0,1,0,0,0,2
24660885,LaSalle,Arrondissement,582,263,263,"20,68965517","8,333333333","67,28971963","8,333333333","10,5","13,79310345",0,"62,73764259",100,0,100,"157,0570342","34,76425856","382,6045627","3,254752852","4,254752852","2,627376426","3,745247148","296,263832",10095,"0,6273764259","8,627376426","9,393814354","0,7003957388","0,1784751588","1,156755519","-0,02722838827","-0,1896657443","0,2528136638",1,0,1,0,0,0,2
24660886,LaSalle,Arrondissement,898,411,411,"22,22222222","15,29411765","57,64705882","13,40206186","24,1","14,44444444",0,"60,3406326",100,0,100,"156,8272506","29,20681265","345,2579075",3,"3,603406326","2,603406326",2,"280,376055",16300,1,"8,206812652","9,877669632","1,099269113","1,129150268","1,136099349","-0,1665352595","-0,421946511","0,4643394206",1,1,1,0,0,0,3
24660887,LaSalle,Arrondissement,394,177,177,20,"11,82795699","70,96774194","10,41666667",0,"12,65822785",0,0,100,0,100,"129,8418079","30,03954802","327,519774",1,3,2,2,"280,68252",16300,0,"5,118644068","9,344981943","0,9726598431","-0,6093125472","0,6161155541","-0,2274345633","-0,6140878246","-0,7353173913",1,0,1,0,1,1,4
24660888,LaSalle,Arrondissement,437,198,198,"28,57142857","5,617977528","51,68539326","15,90909091",13,"13,79310345",0,0,100,0,100,"147,8888889","27,55555556","317,5555556",3,3,2,2,"280,434494",16300,1,7,"7,570033692","0,9317889026","0,3430372783","0,6161155541","-0,2418130543","-0,5219770453","0,3026440601",1,1,1,0,1,0,4
24660889,LaSalle,Arrondissement,425,168,168,24,"4,761904762",75,"13,33333333",0,"9,411764706",0,0,100,0,100,120,26,"259,6488095",3,2,2,2,"287,959317",16300,1,7,"7,570033692","1,014680763","-0,8857264182","0,6161155541","-0,3834530655","-0,538952986","0,3026440601",1,0,1,0,1,0,3
24660890,LaSalle,Arrondissement,592,231,231,"26,66666667",15,"58,33333333","18,33333333",0,"8,403361345",0,0,100,100,100,"116,1298701","19,96969697","236,2380952",3,1,2,2,"247,046025",16300,1,7,"7,825315112","1,485159346","-0,9715849862","1,373928241","-0,5296381935","-0,5859248581","0,3007069226",1,0,1,0,1,0,3
24660891,LaSalle,Arrondissement,457,179,179,25,"13,25301205","73,4939759","20,93023256",0,"6,593406593",0,0,100,0,100,112,21,256,3,2,3,2,"360,892571",16300,1,7,"8,859685246","1,701129294","-1,125690108","0,6161155541","-0,503497245","-0,3495875225","0,2928578701",1,0,1,0,0,0,2
24660892,LaSalle,Arrondissement,525,198,198,"19,35483871",5,53,"11,11111111",0,"5,714285714",0,0,100,0,100,"139,2121212","29,23232323","316,3737374",3,"3,494949495",3,"2,242424242","544,959649",16300,1,9,"10,765144","0,3237724101","-1,200541168","0,6161155541","-0,2301059143","-0,1745883088","0,5753898112",1,0,1,0,0,0,2
24660893,LaSalle,Arrondissement,508,188,188,10,0,"27,72277228","7,407407407",0,"6,930693069",0,"1,595744681",100,100,"1,595744681","112,3617021","21,27659574","276,5638298","2,329787234","3,936170213","2,329787234","3,212765957","389,786486",16300,"0,9840425532","8,872340426","9,579409431","-0,9412080854","-1,096972499","0,4252484401","-0,4810178688","-0,2739468406","0,5535403705",0,0,1,0,0,0,1
24660894,LaSalle,Arrondissement,764,300,300,"20,51282051","9,87654321","61,49068323","12,94117647",19,"12,58278146",0,0,100,100,100,"115,6666667","22,33333333","259,7333333",3,"1,266666667","1,293333333",2,"184,872027",16300,1,7,"7,570033692","0,8247220964","0,6349358231","1,373928241","-0,4657144798","-0,7205591275","0,3026440601",1,1,1,0,1,0,4
24660895,LaSalle,Arrondissement,479,199,199,"16,66666667",0,"43,02325581","8,333333333",0,"4,166666667",0,"59,29648241",100,100,100,"83,92462312","15,51256281","198,7386935","1,376884422","3,391959799","0,391959799",2,"206,766909",14790,"0,391959799","3,959798995","7,570033692","-0,3159530864","-1,33231022","1,884914099","-0,7224454655","-0,869099079","-0,6018749395",0,0,1,0,1,1,3
24660896,LaSalle,Arrondissement,429,187,187,"17,39130435","7,142857143","52,38095238","27,90697674",0,"5,813953488",0,0,100,100,100,78,"20,54010695",209,0,4,0,2,"239,585002",14790,0,2,"7,570033692","0,9330585045","-1,192055146","1,373928241","-0,6293297787","-0,9556601486","-1,184953303",1,0,1,0,1,1,4
24660897,LaSalle,Arrondissement,674,268,268,"24,24242424","4,225352113","61,53846154",25,"9,1","6,666666667",0,0,100,100,100,88,21,"246,5",1,4,0,2,"356,847985",14790,0,2,"7,570033692","1,17982705","-0,520446405","1,373928241","-0,5672941161","-0,836911338","-1,184953303",1,0,1,0,1,1,4
24660898,LaSalle,Arrondissement,275,134,134,"26,66666667","3,174603175","49,20634921","12,5",0,"7,272727273",0,0,100,100,100,124,25,340,3,7,0,2,"345,455201",14790,0,2,"7,570033692","0,5608245097","-1,067850653","1,373928241","-0,3304962864","-0,6867947397","-1,184953303",1,0,1,0,1,1,4
24660899,LaSalle,Arrondissement,496,212,212,"28,57142857","6,593406593","53,84615385","16,66666667","24,2","11,11111111",0,0,100,"50,94339623",100,"119,0188679","25,98113208","325,8301887","2,018867925","3,509433962","0,9811320755",2,"296,12604",14790,0,2,"4,687901952","1,044028538","0,8519224857","1,002171074","-0,334030659","-0,6966455336","-1,163082985",1,1,1,0,1,1,5
24660900,LaSalle,Arrondissement,655,290,290,20,0,"45,3125","29,6875","10,3","6,870229008",0,"38,62068966",100,"38,62068966",100,"126,537931",26,"317,4206897","2,206896552",3,1,"2,186206897","283,820288",14185,0,"7,593103448","9,475195924","0,6611607536","-0,424124663","1,241600805","-0,3226347137","-0,6831643866","-0,3688593713",1,0,1,0,1,1,4
24660901,LaSalle,Arrondissement,539,283,283,"24,13793103","8,24742268","36,45833333","13,33333333","11,8","7,407407407",0,0,100,"20,14134276",100,"121,2473498","27,84452297","348,9469965","4,084805654","4,286219081",1,"0,8056537102","361,921136",14185,0,7,"12,77124071","0,4722773353","-0,2796503678","0,7687492047","-0,2739332205","-0,6836020332","-0,4819437627",1,0,1,0,1,1,4
24660902,LaSalle,Arrondissement,580,287,287,"26,66666667","5,405405405","62,72727273","11,86440678","13,6","11,20689655",0,100,100,0,100,109,23,314,10,4,3,3,"567,700694",16130,0,4,"9,93418241","0,8888287346","0,1623345664","1,477862892","-0,4255215597","0,26257407","-0,9059020128",1,0,1,0,0,1,3
24660903,LaSalle,Arrondissement,458,183,183,"19,23076923",0,"48,23529412",5,"26,7","6,52173913",0,0,100,0,100,"110,7704918",23,"316,6557377",10,4,3,3,"568,407576",16130,0,4,"11,81308223","-0,2226122823","0,6257313396","0,6161155541","-0,4192763784","0,2630118158","-0,9201595622",0,1,1,0,0,1,3
24660904,LaSalle,Arrondissement,415,170,170,"23,80952381","2,150537634","54,25531915","17,77777778",25,"14,45783133",0,0,100,0,100,"110,7882353","20,31764706","303,2705882","11,34117647","4,447058824","2,105882353","2,552941176","576,225313",16130,0,4,"9,390186108","0,6665798657","1,189532431","0,6161155541","-0,4825593265","0,157595833","-0,9017740364",1,1,1,0,0,1,4
24660905,LaSalle,Arrondissement,684,308,308,"26,47058824","8,450704225","62,67605634",12,"13,5","8,759124088",0,0,100,"51,62337662",100,"87,9025974","23,4512987","309,3214286",10,"3,451298701",1,"2,483766234","513,169499",16130,0,7,"11,21482524","1,023651409","-0,0526588051","1,007324051","-0,4698303945","-0,1325172197","-0,4701333031",1,0,1,0,0,1,3
24660906,LaSalle,Arrondissement,410,162,162,20,"4,04040404","63,63636364","15,90909091",0,"8,536585366",0,0,100,100,100,"98,66666667","15,66666667","263,8888889",10,"3,222222222","1,222222222","2,222222222","474,066436",15295,0,4,"8,044440138","0,6805915571","-0,9602418827","1,373928241","-0,6335344949","-0,1623570524","-0,8915621882",1,0,1,0,0,1,3
24660907,LaSalle,Arrondissement,341,136,136,"27,77777778","22,4137931","62,06896552",20,0,"8,695652174",0,0,100,100,100,"85,14705882","17,20588235","256,6911765",10,"1,970588235",1,2,"396,996894",15295,0,"4,882352941","9,576085699","2,007076612","-0,9466984448","1,373928241","-0,6406341674","-0,2954878353","-0,772159235",1,0,1,0,0,1,3
24660908,LaSalle,Arrondissement,759,348,348,"27,5","9,090909091","60,64516129","22,36842105",13,"9,868421053",0,0,100,100,100,94,14,251,10,3,1,0,"447,062952",15295,0,3,"0,9000103019","1,442306438","0,008877731211","1,373928241","-0,6874307975","-0,4787299129","-0,9858440278",1,0,1,0,1,1,4
24660909,LaSalle,Arrondissement,490,186,186,"17,39130435","1,941747573","70,58823529","20,37037037","10,7","14,28571429",0,0,100,"47,31182796",100,"110,2365591","19,79569892","288,5806452","12,05376344","6,053763441","1,52688172","1,053763441","573,785918",15295,0,"3,52688172","5,861950731","0,7537016965","0,2335825323","0,9746505885","-0,5056892327","-0,03884609404","-0,9452568689",1,0,1,0,0,1,3
24660910,LaSalle,Arrondissement,469,178,178,25,0,"62,5","26,82926829","10,7","9,574468085",0,0,100,100,100,86,14,238,"12,38202247",5,1,0,"491,157988",15295,0,3,"0,9000103019","1,105406606","-0,1675474798","1,373928241","-0,716436936","-0,2982640151","-0,9858440278",1,0,1,0,0,1,3
24660911,LaSalle,Arrondissement,452,183,183,25,"5,263157895","51,31578947","13,51351351",13,"6,666666667",0,0,100,100,"82,5136612","85,51912568","15,69945355","237,5191257",13,5,"1,131147541",0,"488,256959",15295,0,3,"1,541274414","0,6551208107","-0,2637294986","1,202905189","-0,6844989779","-0,2526403064","-0,9907100961",1,0,1,0,0,1,3
24660912,LaSalle,Arrondissement,532,221,221,"24,13793103",0,61,"18,75","20,8","8,411214953",0,0,100,100,"68,77828054","86,19004525","17,06334842","222,7013575",7,6,0,2,"482,732857",15295,0,"3,751131222","9,00895492","0,7426155107","0,3982405287","1,068567936","-0,6677475201","-0,4378123991","-0,9358370582",1,1,1,0,0,1,4
24660913,LaSalle,Arrondissement,365,150,150,20,0,"49,27536232",0,0,"5,479452055",16,0,100,100,"63,33333333","91,6","21,16666667","263,3333333","5,1",6,0,"2,16","465,255411",15295,0,"5,366666667","11,25881605","-0,3503503066","-1,220535629","1,107826695","-0,5423156247","-0,5173652272","-0,7130097875",0,0,1,0,1,1,3
24660914,LaSalle,Arrondissement,384,172,172,"44,44444444","9,523809524","69,04761905","17,77777778","22,2","16,88311688",0,100,100,0,100,127,28,362,13,8,3,2,"486,139737",11790,1,10,"9,00895492","2,236945182","1,211719139","1,477862892","-0,247099265","0,3094790358","0,7372117148",1,1,1,0,0,0,3
24660915,LaSalle,Arrondissement,798,365,365,20,"7,692307692","51,74825175","13,75","23,3","11,875",0,0,100,"15,34246575",0,"106,6410959","21,44931507","312,8164384","5,594520548","10,43835616","0,7753424658",2,"483,246559",11790,"0,7753424658","8,101369863","8,607141418","0,550845855","0,8577199755","-0,2456553723","-0,4625058411","-0,3019847603","0,2909259408",1,1,0,0,0,0,2
24660916,LaSalle,Arrondissement,440,216,216,"19,04761905","5,263157895","52,63157895","18,36734694","14,3","15,90909091","43,52",0,100,100,0,"93,08333333","17,23148148","269,75","3,962962963","5,222222222",1,2,"403,478951",11790,1,9,"8,518446799","0,5798539548","0,6087712701","0,6475239339","-0,611227478","-0,5071086067","0,5924382968",1,1,1,0,1,0,4
24660917,LaSalle,Arrondissement,683,220,220,28,"8,24742268","54,16666667","15,78947368",0,"10,41666667",0,"29,54545455",100,100,100,"52,20454545","7,659090909","189,2954545","1,545454545","2,181818182",0,"1,909090909","254,455665",11790,0,"5,568181818","7,134607427","1,067313665","-0,8001659702","1,628535409","-0,9588685003","-0,9316511173","-0,6517901923",1,0,1,0,1,1,4
24660918,LaSalle,Arrondissement,495,233,233,"15,38461538","7,339449541","43,63636364","14,75409836","12,5","8,080808081",0,0,100,100,"50,64377682",51,10,191,3,5,0,2,"284,15775",11790,0,5,"10,2170146","0,2074890535","-0,1762375669","0,8912055838","-0,9142847","-0,7744319475","-0,7595526992",1,0,1,0,1,1,4
24660919,LaSalle,Arrondissement,540,282,282,"14,81481481","2,830188679","25,23364486","12,30769231","18,8","7,407407407",0,"64,89361702",100,"41,13475177","64,89361702","78,39007092","11,61702128","248,8368794","3,70212766","8,319148936",0,2,"380,614101",11790,0,"6,361702128","8,231969013","-0,4540806768","0,1811235669","1,143705145","-0,7726605858","-0,6104970235","-0,5422830336",0,0,1,0,1,1,3
24660920,LaSalle,Arrondissement,438,250,250,20,"3,571428571","55,35714286","29,8245614","7,5","15,90909091","28,4","28,4",100,100,100,"84,884","16,852","256,66","3,672","6,164",0,"2,836","384,577107",11790,0,"4,672","11,19556626","1,01504261","0,161162305","1,782874023","-0,648240342","-0,5571964394","-0,8156847158",1,0,1,0,1,1,4
24660921,LaSalle,Arrondissement,650,292,292,50,"4,424778761","40,7079646","23,21428571",10,"17,69230769","37,67","21,23287671",100,"37,67123288",0,"46,04794521","4,424657534","162,2260274",2,"4,212328767",0,"0,7876712329","170,568807",12720,0,7,"2,041670416","1,938240378","0,4775529937","0,3243375271","-1,058276955","-1,049330413","-0,4005251702",1,1,1,0,1,1,5
24660922,LaSalle,Arrondissement,537,276,276,"29,16666667","2,521008403","59,3220339","21,05263158","18,8","12,96296296",0,0,100,100,0,41,4,109,1,5,0,0,"216,333333",12720,0,6,"1,698567806","1,145518769","0,6541406779","0,3958901622","-1,120377698","-1,143229754","-0,5464171372",1,1,1,0,1,1,5
24660923,LaSalle,Arrondissement,687,294,294,"23,52941176","7,382550336","63,08724832","26,92307692","13,5","10,2189781",0,0,100,0,0,44,5,136,2,5,0,0,,12720,0,7,"1,751689925","1,390479661","0,07163766202","-0,3619225241","-1,072404433","-0,9648719885","-0,3983247276",1,0,0,0,1,1,3
24660924,LaSalle,Arrondissement,797,364,364,"15,2173913","3,225806452","33,5483871","5,319148936",0,"5,660377358",0,"79,94505495","79,94505495",0,"5,494505495","34,01648352","2,200549451","139,1840659",0,"2,835164835",0,"0,02472527473","244,68649",6770,0,"7,200549451","11,07805583","-0,5195075788","-1,205131091","0,1936943738","-1,148418134","-1,228423816","-0,4393147698",0,0,0,0,1,1,2
24660925,LaSalle,Arrondissement,695,304,304,"35,48387097","9,489051095","76,08695652","13,15789474","17,3","15,10791367",0,"61,51315789","85,52631579",100,0,"36,71381579","2,615131579","136,5361842",0,1,0,0,"515,679208",6770,0,"6,519736842","6,858591637","1,779442949","0,7380311157","0,7909868963","-1,136013976","-1,103237279","-0,5083940657",1,1,1,0,1,1,5
24660926,LaSalle,Arrondissement,694,324,324,"19,44444444","6,474820144","49,27536232","13,33333333",0,"7,971014493","7,72",0,"75,92592593",0,0,"42,67592593","1,672839506","161,132716",0,"2,518518519",0,0,"265,217613",6770,0,7,"24,02517206","0,4083629952","-1,008396329","-0,5418162117","-1,12120565","-1,225484533","-0,5673413346",1,0,0,0,1,1,3
24660927,LaSalle,Arrondissement,674,310,310,"14,28571429","7,246376812","50,35971223","11,39240506","14,7","8,148148148",0,0,0,0,"88,38709677","41,23225806",2,"160,3935484",0,3,0,0,"275,452059",6770,0,"7,116129032","14,37322856","0,15299859","-0,02568936101","-0,4301299942","-1,118736778","-1,20872949","-0,4768553964",1,0,0,0,1,1,3
24660928,LaSalle,Arrondissement,396,204,204,"15,78947368","8,602150538","30,43478261",5,"21,4","11,39240506",0,0,0,0,0,"36,39215686","1,392156863","149,9215686",0,3,0,0,"252,232627",6770,0,7,"13,48341494","-0,3148011188","0,6915631453","-1,294589457","-1,150300103","-1,223108424","-0,4873479142",0,1,0,0,1,1,3
